Date,Open,High,Low,Close,Adj Close,Volume
2023-02-24,149.850006,150.750000,145.279999,148.440002,148.440002,3791700
2023-02-27,150.199997,154.699997,148.580002,154.649994,154.649994,4500000
2023-02-28,154.679993,155.720001,152.929993,154.380005,154.380005,4395000
2023-03-01,154.220001,156.649994,153.000000,154.500000,154.500000,8186400
2023-03-02,139.039993,140.149994,131.119995,135.279999,135.279999,25842200
2023-03-03,135.509995,143.330002,135.500000,142.110001,142.110001,9894400
2023-03-06,142.649994,146.740005,140.848007,142.070007,142.070007,5419200
2023-03-07,141.000000,146.190002,140.100006,142.449997,142.449997,4371900
2023-03-08,140.225006,144.380005,139.289993,142.649994,142.649994,3831700
2023-03-09,141.380005,144.100006,136.050003,136.300003,136.300003,5078200
2023-03-10,135.020004,135.787003,128.559998,131.460007,131.460007,8882300
2023-03-13,129.979996,140.460007,128.759995,137.729996,137.729996,7589600
2023-03-14,138.639999,140.080002,134.880005,139.820007,139.820007,6550400
2023-03-15,136.279999,140.169998,135.300003,139.580002,139.580002,4008200
2023-03-16,140.000000,142.440002,137.399994,138.919998,138.919998,4668300
2023-03-17,138.639999,139.440002,133.559998,135.619995,135.619995,5409600
2023-03-20,133.809998,135.580002,131.619995,135.470001,135.470001,3577400
2023-03-21,136.970001,142.289993,135.309998,141.470001,141.470001,4402300
2023-03-22,141.199997,142.800003,135.475006,135.630005,135.630005,4525700
2023-03-23,137.990005,141.100998,135.026001,140.570007,140.570007,6318800
2023-03-24,139.300003,141.979004,135.550003,136.529999,136.529999,3653200
2023-03-27,136.490005,137.869995,134.399994,134.970001,134.970001,3940400
2023-03-28,136.000000,136.720001,134.169998,134.809998,134.809998,2692700
2023-03-29,136.259995,138.600006,135.600006,137.460007,137.460007,4051100
2023-03-30,139.990005,145.330002,138.759995,142.110001,142.110001,5171900
2023-03-31,142.809998,154.440002,141.830002,154.289993,154.289993,8611600
2023-04-03,152.779999,154.250000,148.720001,150.000000,150.000000,4290100
2023-04-04,151.000000,158.000000,150.750000,155.429993,155.429993,9213700
2023-04-05,154.830002,156.039993,144.139999,146.479996,146.479996,5422100
2023-04-06,144.589996,146.059998,140.880005,145.679993,145.679993,3326900
2023-04-10,143.339996,147.990005,141.600006,147.770004,147.770004,3484900
2023-04-11,139.679993,142.399994,136.589996,139.190002,139.190002,10945800
2023-04-12,141.899994,144.500000,139.320007,139.660004,139.660004,6993500
2023-04-13,141.089996,144.548004,140.550003,141.380005,141.380005,4832500
2023-04-14,140.000000,142.199997,138.309998,142.130005,142.130005,5472600
2023-04-17,142.130005,145.850006,141.830002,145.259995,145.259995,3970500
2023-04-18,147.529999,147.570007,142.169998,145.889999,145.889999,4021800
2023-04-19,144.449997,146.460007,143.649994,144.550003,144.550003,2887400
2023-04-20,142.300003,144.130005,141.740005,142.720001,142.720001,2993900
2023-04-21,144.070007,146.800003,143.520004,145.190002,145.190002,3672200
2023-04-24,144.850006,145.809998,140.772995,142.509995,142.509995,3470900
2023-04-25,140.559998,140.660004,135.259995,135.479996,135.479996,7176400
2023-04-26,142.779999,149.279999,142.600006,147.059998,147.059998,9439700
2023-04-27,148.320007,149.880005,145.130005,148.770004,148.770004,5736400
2023-04-28,145.669998,148.759995,140.869995,148.080002,148.080002,5223100
2023-05-01,148.149994,148.460007,145.009995,146.970001,146.970001,3011100
2023-05-02,146.440002,147.050003,143.539993,144.839996,144.839996,2845500
2023-05-03,144.070007,147.589996,142.442001,144.639999,144.639999,3309100
2023-05-04,148.979996,156.589996,148.860001,155.270004,155.270004,7030500
2023-05-05,155.750000,159.050003,153.000000,154.169998,154.169998,4536000
2023-05-08,160.110001,163.182007,156.289993,160.419998,160.419998,5587200
2023-05-09,158.970001,164.559998,158.610001,163.869995,163.869995,3767300
2023-05-10,165.809998,173.270004,165.199997,172.039993,172.039993,6799400
2023-05-11,170.210007,171.779999,168.850006,170.070007,170.070007,3466400
2023-05-12,169.199997,171.320007,166.419998,167.399994,167.399994,4036600
2023-05-15,167.660004,172.880005,166.899994,172.050003,172.050003,3436500
2023-05-16,170.139999,173.050003,168.789993,171.710007,171.710007,3480000
2023-05-17,172.089996,174.550003,170.300003,174.020004,174.020004,4335600
2023-05-18,175.970001,185.000000,175.509995,184.309998,184.309998,7229100
2023-05-19,181.179993,182.460007,175.710007,176.820007,176.820007,6561400
2023-05-22,176.509995,182.199997,175.393005,178.470001,178.470001,4424300
2023-05-23,177.039993,182.500000,175.082001,175.160004,175.160004,4558500
2023-05-24,173.639999,178.399994,172.121002,177.139999,177.139999,10020800
2023-05-25,150.470001,158.729996,143.110001,147.910004,147.910004,23970000
2023-05-26,146.860001,152.899994,144.824997,150.009995,150.009995,11503500
2023-05-30,151.179993,159.990005,150.500000,158.649994,158.649994,9655800
2023-05-31,158.000000,168.979996,157.429993,165.360001,165.360001,14605700
2023-06-01,160.369995,169.460007,160.000000,167.279999,167.279999,5597700
2023-06-02,172.300003,182.949997,172.080002,175.210007,175.210007,9746200
2023-06-05,175.809998,183.550003,175.500000,181.750000,181.750000,5608700
2023-06-06,181.250000,185.039993,181.169998,182.220001,182.220001,5827700
2023-06-07,182.009995,183.000000,167.367004,169.070007,169.070007,8407600
2023-06-08,167.654999,174.660004,166.399994,174.309998,174.309998,5847400
2023-06-09,174.309998,176.526001,169.289993,170.649994,170.649994,5311100
2023-06-12,170.270004,172.380005,167.837997,171.889999,171.889999,5090300
2023-06-13,173.029999,174.860001,168.759995,173.440002,173.440002,4183000
2023-06-14,172.729996,181.330002,171.110001,181.070007,181.070007,6664400
2023-06-15,179.179993,191.649994,178.350006,190.979996,190.979996,9779300
2023-06-16,191.570007,193.940002,182.921005,184.179993,184.179993,6585100
2023-06-20,183.300003,185.671005,176.710999,179.080002,179.080002,5301800
2023-06-21,180.699997,183.600006,173.259995,173.389999,173.389999,5463300
2023-06-22,171.179993,179.740005,170.820007,178.600006,178.600006,5186300
2023-06-23,175.750000,181.817001,174.610001,178.250000,178.250000,6245500
2023-06-26,180.589996,183.389999,169.509995,169.839996,169.839996,6906800
2023-06-27,176.990005,179.149994,170.559998,177.020004,177.020004,9516400
2023-06-28,179.179993,191.940002,178.850006,183.850006,183.850006,13895600
2023-06-29,183.550003,186.169998,175.121002,175.770004,175.770004,9010600
2023-06-30,179.330002,181.500000,175.750000,175.979996,175.979996,7332300
2023-07-03,176.000000,178.100006,174.649994,176.990005,176.990005,2665300
2023-07-05,175.000000,175.901993,170.630005,172.550003,172.550003,6166800
2023-07-06,169.820007,173.102005,167.485001,172.190002,172.190002,4744200
2023-07-07,173.369995,176.410004,170.490005,170.610001,170.610001,3206700
2023-07-10,166.529999,170.479996,162.600006,169.649994,169.649994,6857300
2023-07-11,171.199997,174.343994,169.320007,172.050003,172.050003,4267400
2023-07-12,175.089996,175.759995,170.220001,171.929993,171.929993,4546900
2023-07-13,175.824997,184.449997,175.270004,184.220001,184.220001,8873500
2023-07-14,184.940002,187.789993,180.070007,180.789993,180.789993,5350500
2023-07-17,182.500000,185.580002,181.110001,184.210007,184.210007,3675500
2023-07-18,185.479996,189.240005,182.100006,188.199997,188.199997,4361100
2023-07-19,191.860001,193.229996,185.149994,185.449997,185.449997,3933200
2023-07-20,182.470001,183.949997,175.550003,176.330002,176.330002,6092900
2023-07-21,178.679993,180.809998,175.850006,175.899994,175.899994,4017300
2023-07-24,176.110001,177.350006,172.860001,174.800003,174.800003,3464800
2023-07-25,177.000000,181.800003,176.309998,179.289993,179.289993,3775600
2023-07-26,174.199997,174.300003,168.244995,170.000000,170.000000,6916300
2023-07-27,174.320007,175.399994,167.020004,168.270004,168.270004,4820700
2023-07-28,170.960007,175.350006,169.720001,174.830002,174.830002,4760500
2023-07-31,176.979996,181.363998,176.979996,177.710007,177.710007,3480300
2023-08-01,175.229996,177.710007,174.820007,176.580002,176.580002,2445700
2023-08-02,172.500000,172.796997,164.509995,164.600006,164.600006,5348400
2023-08-03,163.460007,164.720001,159.529999,161.050003,161.050003,7631800
2023-08-04,171.360001,172.440002,165.085007,166.669998,166.669998,7326400
2023-08-07,168.009995,168.610001,163.619995,166.669998,166.669998,3540500
2023-08-08,157.229996,160.720001,154.169998,156.330002,156.330002,11725300
2023-08-09,157.850006,158.949997,153.320007,154.070007,154.070007,4363800
2023-08-10,155.410004,158.830002,153.955002,155.020004,155.020004,3248900
2023-08-11,153.300003,155.429993,151.369995,153.369995,153.369995,3969900
2023-08-14,151.539993,153.149994,150.070007,152.860001,152.860001,3136700
2023-08-15,151.570007,153.399994,150.080002,151.100006,151.100006,2644600
2023-08-16,151.199997,152.750000,148.839996,149.690002,149.690002,3561600
2023-08-17,149.869995,150.889999,146.089996,146.940002,146.940002,4348400
2023-08-18,144.490005,147.860001,142.399994,147.630005,147.630005,5848600
2023-08-21,149.059998,153.110001,149.059998,151.880005,151.880005,5671000
2023-08-22,153.880005,154.190002,151.550003,152.580002,152.580002,4994100
2023-08-23,151.869995,157.460007,151.800003,155.699997,155.699997,10302600
2023-08-24,161.550003,161.929993,145.399994,147.669998,147.669998,14065800
2023-08-25,147.100006,153.600006,146.869995,152.550003,152.550003,6322800
2023-08-28,152.820007,154.970001,148.369995,148.750000,148.750000,5474600
2023-08-29,148.080002,153.770004,147.960007,153.300003,153.300003,4601100
2023-08-30,152.990005,156.740005,151.865005,155.339996,155.339996,3573100
2023-08-31,156.000000,158.500000,155.559998,156.850006,156.850006,4404100
2023-09-01,158.100006,160.020004,156.750000,157.080002,157.080002,3683700
2023-09-05,156.300003,159.770004,155.990005,159.380005,159.380005,3219100
2023-09-06,157.490005,159.009995,155.970001,157.490005,157.490005,2161300
2023-09-07,153.820007,159.949997,153.330002,159.839996,159.839996,2884200
2023-09-08,165.210007,167.750000,163.919998,165.949997,165.949997,7721400
2023-09-11,166.270004,172.350006,166.259995,170.169998,170.169998,5628800
2023-09-12,168.919998,171.520004,166.470001,166.830002,166.830002,3957100
2023-09-13,166.229996,167.880005,163.789993,165.339996,165.339996,2714500
2023-09-14,166.889999,167.399994,161.130005,162.979996,162.979996,4021600
2023-09-15,161.639999,163.710007,160.259995,162.410004,162.410004,6648300
2023-09-18,160.369995,162.869995,159.570007,161.449997,161.449997,2368100
2023-09-19,161.139999,161.850006,156.960007,159.740005,159.740005,3792800
2023-09-20,159.559998,161.279999,157.940002,158.630005,158.630005,3341700
2023-09-21,155.190002,156.190002,148.539993,149.029999,149.029999,6621700
2023-09-22,151.419998,152.630005,149.669998,149.699997,149.699997,2914800
2023-09-25,148.820007,150.470001,147.669998,149.740005,149.740005,3271900
2023-09-26,148.800003,150.653000,146.509995,147.050003,147.050003,3225200
2023-09-27,148.070007,149.468994,146.100006,147.520004,147.520004,3515800
2023-09-28,145.520004,151.552002,141.789993,151.119995,151.119995,5110100
2023-09-29,153.410004,155.167999,152.460007,152.770004,152.770004,4294100
2023-10-02,152.270004,153.289993,149.800003,151.169998,151.169998,3414800
2023-10-03,149.080002,151.910004,147.869995,148.789993,148.789993,4035800
2023-10-04,150.750000,152.699997,149.240005,151.960007,151.960007,3040200
2023-10-05,154.050003,155.309998,149.669998,150.250000,150.250000,3931700
2023-10-06,148.000000,160.350006,148.000000,159.949997,159.949997,5656300
2023-10-09,158.500000,163.285004,158.289993,161.809998,161.809998,2901500
2023-10-10,163.000000,166.429993,162.500000,163.130005,163.130005,3207700
2023-10-11,163.919998,165.802002,162.440002,163.539993,163.539993,2263200
2023-10-12,161.720001,163.800003,159.309998,159.960007,159.960007,2872200
2023-10-13,160.660004,161.539993,156.968002,157.160004,157.160004,2817300
2023-10-16,157.899994,163.130005,156.910004,162.130005,162.130005,2777000
2023-10-17,158.979996,162.699997,158.580002,159.389999,159.389999,3376000
2023-10-18,159.399994,160.593002,152.339996,153.229996,153.229996,3229200
2023-10-19,154.759995,158.089996,153.119995,153.429993,153.429993,2687500
2023-10-20,153.000000,154.089996,147.348999,147.669998,147.669998,3645400
2023-10-23,145.860001,150.830002,144.809998,148.589996,148.589996,2861400
2023-10-24,149.729996,152.623993,148.940002,151.119995,151.119995,2460100
2023-10-25,150.889999,150.960007,141.535004,142.399994,142.399994,4543600
2023-10-26,142.059998,144.054993,138.399994,140.839996,140.839996,4801100
2023-10-27,144.100006,145.389999,141.889999,143.380005,143.380005,3393800
2023-10-30,144.000000,145.750000,142.679993,144.160004,144.160004,2089700
2023-10-31,144.789993,145.970001,141.589996,145.130005,145.130005,2860400
2023-11-01,145.300003,145.720001,142.320007,144.259995,144.259995,3688300
2023-11-02,145.220001,147.839005,140.139999,142.750000,142.750000,6822700
2023-11-03,143.000000,150.279999,142.720001,149.990005,149.990005,5102600
2023-11-06,150.000000,150.449997,141.929993,144.199997,144.199997,4881500
2023-11-07,155.770004,162.500000,153.850006,159.570007,159.570007,12553300
2023-11-08,160.199997,161.485001,156.009995,158.580002,158.580002,4198000
2023-11-09,159.500000,162.397995,156.110001,156.350006,156.350006,3982300
2023-11-10,155.850006,161.220001,153.524994,160.399994,160.399994,3980400
2023-11-13,160.039993,161.149994,157.279999,158.699997,158.699997,3286700
2023-11-14,164.500000,166.279999,163.160004,165.860001,165.860001,5141800
2023-11-15,166.570007,169.190002,162.839996,163.029999,163.029999,4150000
2023-11-16,162.940002,163.000000,159.509995,160.970001,160.970001,3358500
2023-11-17,160.710007,162.733002,160.330002,161.850006,161.850006,1892800
2023-11-20,162.000000,168.815002,162.000000,166.729996,166.729996,3752900
2023-11-21,164.929993,168.104996,164.289993,166.669998,166.669998,2834600
2023-11-22,168.899994,171.220001,167.300003,168.919998,168.919998,3012200
2023-11-24,168.039993,171.479996,167.490005,171.160004,171.160004,1738400
